# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.833        0.000        4.059        9.270
       0.834        0.000        4.059        9.270
       0.835        0.000        4.059        9.270
       0.835        0.000        4.059        9.270
       0.836        0.000        4.059        9.270
       0.837        0.000        4.059        9.270
       0.838        0.000        4.059        9.270
       0.839        0.000        4.059        9.270
       0.840        0.000        4.059        9.270
       0.840        0.000        4.059        9.270
       0.841        0.000        4.059        9.270
       0.842        0.000        4.059        9.270
       0.843        0.000        4.059        9.270
       0.844        0.000        4.059        9.270
       0.845        0.000        4.059        9.270
       0.846        0.000        4.059        9.270
       0.846        0.000        4.059        9.270
       0.847        0.000        4.059        9.270
       0.848        0.000        4.059        9.270
       0.849        0.000        4.059        9.270
       0.850        0.000        4.059        9.270
       0.850        0.000        4.059        9.270
       0.851        0.000        4.059        9.270
       0.852        0.000        4.059        9.270
       0.853        0.000        4.059        9.270
       0.854        0.000        4.059        9.270
       0.854        0.000        4.059        9.270
       0.855        0.000        4.059        9.270
       0.856        0.000        4.059        9.270
       0.857        0.000        4.059        9.270
       0.858        0.000        4.059        9.270
       0.859        0.000        4.059        9.270
       0.859        0.000        4.059        9.270
       0.860        0.000        4.059        9.270
       0.861        0.000        4.059        9.270
       0.862        0.000        4.059        9.270
       0.863        0.000        4.059        9.270
       0.864        0.000        4.059        9.270
       0.864        0.000        4.059        9.270
       0.865        0.000        4.059        9.270
       0.866        0.000        4.059        9.270
       0.867        0.000        4.059        9.270
       0.868        0.000        4.059        9.270
       0.869        0.000        4.059        9.270
       0.870        0.000        4.059        9.270
       0.870        0.000        4.059        9.270
       0.871        0.000        4.059        9.270
       0.872        0.000        4.059        9.270
       0.873        0.000        4.059        9.270
       0.874        0.000        4.059        9.270
       0.875        0.000        4.059        9.270
       0.876        0.000        4.059        9.270
       0.876        0.000        4.059        9.270
       0.877        0.000        4.059        9.270
       0.878        0.000        4.059        9.270
       0.879        0.000        4.059        9.270
       0.880        0.000        4.059        9.270
       0.881        0.000        4.059        9.270
       0.882        0.000        4.059        9.270
       0.882        0.000        4.059        9.270
       0.883        0.000        4.059        9.270
       0.884        0.000        4.059        9.270
       0.885        0.000        4.059        9.270
       0.886        0.000        4.059        9.270
       0.886        0.000        4.059        9.270
       0.887        0.000        4.059        9.270
       0.888        0.000        4.059        9.270
       0.889        0.000        4.059        9.270
       0.890        0.000        4.059        9.270
       0.891        0.000        4.059        9.270
       0.891        0.000        4.059        9.270
       0.892        0.000        4.059        9.270
       0.893        0.000        4.059        9.270
       0.894        0.000        4.059        9.270
       0.895        0.000        4.059        9.270
       0.895        0.000        4.059        9.270
       0.896        0.000        4.059        9.270
       0.897        0.000        4.059        9.270
       0.898        0.000        4.059        9.270
       0.899        0.000        4.059        9.270
       0.900        0.000        4.059        9.270
       0.900        0.000        4.059        9.270
       0.901        0.000        4.059        9.270
       0.902        0.000        4.059        9.270
       0.903        0.000        4.059        9.270
       0.904        0.000        4.059        9.270
       0.905        0.000        4.059        9.270
       0.906        0.000        4.059        9.270
       0.906        0.000        4.059        9.270
       0.907        0.000        4.059        9.270
       0.908        0.000        4.059        9.270
       0.909        0.000        4.059        9.270
       0.910        0.000        4.059        9.270
       0.911        0.000        4.059        9.270
       0.911        0.000        4.059        9.270
       0.912        0.000        4.059        9.270
       0.913        0.000        4.059        9.270
       0.914        0.000        4.059        9.270
       0.915        0.000        4.059        9.270
       0.916        0.000        4.059        9.270
       0.916        0.000        4.059        9.270
       0.917        0.000        4.059        9.270
       0.918        0.000        4.059        9.270
       0.919        0.000        4.059        9.270
       0.921        0.000        4.059        9.270
       0.922        0.000        4.059        9.270
       0.924        0.000        4.059        9.270
       0.926        0.000        4.059        9.270
       0.927        0.000        4.059        9.270
       0.928        0.000        4.059        9.270
       0.930        0.000        4.059        9.270
       0.931        0.000        4.059        9.270
       0.932        0.000        4.059        9.270
       0.933        0.000        4.059        9.270
       0.934        0.000        4.059        9.270
       0.934        0.000        4.059        9.270
       0.935        0.000        4.059        9.270
       0.936        0.000        4.059        9.270
       0.937        0.000        4.059        9.270
       0.938        0.000        4.059        9.270
       0.939        0.000        4.059        9.270
       0.939        0.000        4.059        9.270
       0.940        0.000        4.059        9.270
       0.941        0.000        4.059        9.270
       0.942        0.000        4.059        9.270
       0.943        0.000        4.059        9.270
       0.943        0.000        4.059        9.270
       0.944        0.000        4.059        9.270
       0.945        0.000        4.059        9.270
       0.946        0.000        4.059        9.270
       0.947        0.000        4.059        9.270
       0.948        0.000        4.059        9.270
       0.949        0.000        4.059        9.270
       0.950        0.000        4.059        9.270
       0.950        0.000        4.059        9.270
       0.951        0.000        4.059        9.270
       0.952        0.000        4.059        9.270
       0.953        0.000        4.059        9.270
       0.954        0.000        4.059        9.270
       0.954        0.000        4.059        9.270
       0.955        0.000        4.059        9.270
       0.956        0.000        4.059        9.270
       0.957        0.000        4.059        9.270
       0.958        0.000        4.059        9.270
       0.959        0.000        4.059        9.270
       0.959        0.000        4.059        9.270
       0.960        0.000        4.059        9.270
       0.961        0.000        4.059        9.270
       0.962        0.000        4.059        9.270
       0.963        0.000        4.059        9.270
       0.964        0.000        4.059        9.270
       0.964        0.000        4.059        9.270
       0.965        0.000        4.059        9.270
       0.966        0.000        4.059        9.270
       0.967        0.000        4.059        9.270
       0.968        0.000        4.059        9.270
       0.969        0.000        4.059        9.270
       0.970        0.000        4.059        9.270
       0.970        0.000        4.059        9.270
       0.971        0.000        4.059        9.270
       0.972        0.000        4.059        9.270
       0.973        0.000        4.059        9.270
       0.974        0.000        4.059        9.270
       0.975        0.000        4.059        9.270
       0.975        0.000        4.059        9.270
       0.976        0.000        4.059        9.270
       0.977        0.000        4.059        9.270
       0.978        0.000        4.059        9.270
       0.979        0.000        4.059        9.270
       0.979        0.000        4.059        9.270
       0.980        0.000        4.059        9.270
       0.981        0.000        4.059        9.270
       0.982        0.000        4.059        9.270
       0.983        0.000        4.059        9.270
       0.984        0.000        4.059        9.270
       0.984        0.000        4.059        9.270
       0.985        0.000        4.059        9.270
       0.986        0.000        4.059        9.270
       0.987        0.000        4.059        9.270
       0.988        0.000        4.059        9.270
       0.988        0.000        4.059        9.270
       0.989        0.000        4.059        9.270
       0.990        0.000        4.059        9.270
       0.991        0.000        4.059        9.270
       0.992        0.000        4.059        9.270
       0.992        0.000        4.059        9.270
       0.993        0.000        4.059        9.270
       0.994        0.000        4.059        9.270
       0.995        0.000        4.059        9.270
       0.996        0.000        4.059        9.270
       0.997        0.000        4.059        9.270
       0.997        0.000        4.059        9.270
       0.998        0.000        4.059        9.270
       0.999        0.000        4.059        9.270
       1.000        0.000        4.059        9.270
       1.001        0.000        4.059        9.270
       1.001        0.000        4.059        9.270
       1.002        0.000        4.059        9.270
       1.003        0.000        4.059        9.270
       1.004        0.000        4.059        9.270
       1.005        0.000        4.059        9.270
       1.006        0.000        4.059        9.270
       1.006        0.000        4.059        9.270
       1.007        0.000        4.059        9.270
       1.008        0.000        4.059        9.270
       1.009        0.000        4.059        9.270
       1.010        0.000        4.059        9.270
       1.011        0.000        4.059        9.270
       1.011        0.000        4.059        9.270
       1.012        0.000        4.059        9.270
       1.013        0.000        4.059        9.270
       1.014        0.000        4.059        9.270
       1.015        0.000        4.059        9.270
       1.015        0.000        4.059        9.270
       1.016        0.000        4.059        9.270
       1.017        0.000        4.059        9.270
       1.018        0.000        4.059        9.270
       1.019        0.000        4.059        9.270
       1.020        0.000        4.059        9.270
       1.020        0.000        4.059        9.270
       1.021        0.000        4.059        9.270
       1.022        0.000        4.059        9.270
       1.023        0.000        4.059        9.270
       1.024        0.000        4.059        9.270
       1.025        0.000        4.059        9.270
       1.025        0.000        4.059        9.270
       1.026        0.000        4.059        9.270
       1.027        0.000        4.059        9.270
       1.028        0.000        4.059        9.270
       1.029        0.000        4.059        9.270
       1.029        0.000        4.059        9.270
       1.030        0.000        4.059        9.270
       1.031        0.000        4.059        9.270
       1.032        0.000        4.059        9.270
       1.033        0.000        4.059        9.270
       1.034        0.000        4.059        9.270
       1.034        0.000        4.059        9.270
       1.035        0.000        4.059        9.270
       1.036        0.000        4.059        9.270
       1.037        0.000        4.059        9.270
       1.038        0.000        4.059        9.270
       1.039        0.000        4.059        9.270
       1.039        0.000        4.059        9.270
       1.041        0.000        4.059        9.270
       1.042        0.000        4.059        9.270
       1.042        0.000        4.059        9.270
       1.043        0.000        4.059        9.270
       1.044        0.000        4.059        9.270
       1.045        0.000        4.059        9.270
       1.046        0.000        4.059        9.270
       1.047        0.000        4.059        9.270
       1.047        0.000        4.059        9.270
       1.048        0.000        4.059        9.270
       1.049        0.000        4.059        9.270
       1.050        0.000        4.059        9.270
       1.051        0.000        4.059        9.270
       1.052        0.000        4.059        9.270
       1.052        0.000        4.059        9.270
       1.053        0.000        4.059        9.270
       1.054        0.000        4.059        9.270
       1.055        0.000        4.059        9.270
       1.056        0.000        4.059        9.270
       1.056        0.000        4.059        9.270
       1.057        0.000        4.059        9.270
       1.058        0.000        4.059        9.270
       1.059        0.000        4.059        9.270
       1.060        0.000        4.059        9.270
       1.060        0.000        4.059        9.270
       1.061        0.000        4.059        9.270
       1.062        0.000        4.059        9.270
       1.063        0.000        4.059        9.270
       1.064        0.000        4.059        9.270
       1.064        0.000        4.059        9.270
       1.065        0.000        4.059        9.270
       1.066        0.000        4.059        9.270
       1.067        0.000        4.059        9.270
       1.068        0.000        4.059        9.270
       1.069        0.000        4.059        9.270
       1.069        0.000        4.059        9.270
       1.070        0.000        4.059        9.270
       1.071        0.000        4.059        9.270
       1.072        0.000        4.059        9.270
       1.073        0.000        4.059        9.270
       1.074        0.000        4.059        9.270
       1.074        0.000        4.059        9.270
       1.075        0.000        4.059        9.270
       1.076        0.000        4.059        9.270
       1.077        0.000        4.059        9.270
       1.078        0.000        4.059        9.270
       1.078        0.000        4.059        9.270
       1.079        0.000        4.059        9.270
       1.080        0.000        4.059        9.270
       1.081        0.000        4.059        9.270
       1.082        0.000        4.059        9.270
       1.083        0.000        4.059        9.270
       1.083        0.000        4.059        9.270
       1.084        0.000        4.059        9.270
       1.085        0.000        4.059        9.270
       1.086        0.000        4.059        9.270
       1.087        0.000        4.059        9.270
       1.087        0.000        4.059        9.270
       1.088        0.000        4.059        9.270
       1.089        0.000        4.059        9.270
       1.090        0.000        4.059        9.270
       1.091        0.000        4.059        9.270
       1.092        0.000        4.059        9.270
       1.092        0.000        4.059        9.270
       1.093        0.000        4.059        9.270
       1.094        0.000        4.059        9.270
       1.095        0.000        4.059        9.270
       1.096        0.000        4.059        9.270
       1.096        0.000        4.059        9.270
       1.097        0.000        4.059        9.270
       1.098        0.000        4.059        9.270
       1.099        0.000        4.059        9.270
       1.100        0.000        4.059        9.270
       1.100        0.000        4.059        9.270
       1.101        0.000        4.059        9.270
       1.102        0.000        4.059        9.270
       1.103        0.000        4.059        9.270
       1.104        0.000        4.059        9.270
       1.105        0.000        4.059        9.270
       1.105        0.000        4.059        9.270
       1.106        0.000        4.059        9.270
       1.107        0.000        4.059        9.270
       1.108        0.000        4.059        9.270
       1.109        0.000        4.059        9.270
       1.109        0.000        4.059        9.270
       1.110        0.000        4.059        9.270
       1.111        0.000        4.059        9.270
       1.112        0.000        4.059        9.270
       1.113        0.000        4.059        9.270
       1.114        0.000        4.059        9.270
       1.114        0.000        4.059        9.270
       1.115        0.000        4.059        9.270
       1.116        0.000        4.059        9.270
       1.117        0.000        4.059        9.270
       1.118        0.000        4.059        9.270
       1.118        0.000        4.059        9.270
       1.119        0.000        4.059        9.270
       1.120        0.000        4.059        9.270
       1.121        0.000        4.059        9.270
       1.122        0.000        4.059        9.270
       1.123        0.000        4.059        9.270
       1.123        0.000        4.059        9.270
       1.124        0.000        4.059        9.270
       1.125        0.000        4.059        9.270
       1.126        0.000        4.059        9.270
       1.127        0.000        4.059        9.270
       1.127        0.000        4.059        9.270
       1.128        0.000        4.059        9.270
       1.129        0.000        4.059        9.270
       1.130        0.000        4.059        9.270
       1.131        0.000        4.059        9.270
       1.132        0.000        4.059        9.270
       1.132        0.000        4.059        9.270
       1.133        0.000        4.059        9.270
       1.134        0.000        4.059        9.270
       1.135        0.000        4.059        9.270
       1.136        0.000        4.059        9.270
       1.136        0.000        4.059        9.270
       1.137        0.000        4.059        9.270
       1.138        0.000        4.059        9.270
       1.139        0.000        4.059        9.270
       1.140        0.000        4.059        9.270
       1.140        0.000        4.059        9.270
       1.141        0.000        4.059        9.270
       1.142        0.000        4.059        9.270
       1.143        0.000        4.059        9.270
       1.144        0.000        4.059        9.270
       1.144        0.000        4.059        9.270
       1.145        0.000        4.059        9.270
       1.146        0.000        4.059        9.270
       1.147        0.000        4.059        9.270
       1.148        0.000        4.059        9.270
       1.148        0.000        4.059        9.270
       1.149        0.000        4.059        9.270
       1.150        0.000        4.059        9.270
       1.151        0.000        4.059        9.270
       1.152        0.000        4.059        9.270
       1.153        0.000        4.059        9.270
       1.153        0.000        4.059        9.270
       1.154        0.000        4.059        9.270
       1.155        0.000        4.059        9.270
       1.156        0.000        4.059        9.270
       1.157        0.000        4.059        9.270
       1.157        0.000        4.059        9.270
       1.158        0.000        4.059        9.270
       1.159        0.000        4.059        9.270
       1.160        0.000        4.059        9.270
       1.161        0.000        4.059        9.270
       1.161        0.000        4.059        9.270
       1.162        0.000        4.059        9.270
       1.163        0.000        4.059        9.270
       1.164        0.000        4.059        9.270
       1.165        0.000        4.059        9.270
       1.165        0.000        4.059        9.270
       1.166        0.000        4.059        9.270
       1.167        0.000        4.059        9.270
       1.168        0.000        4.059        9.270
       1.169        0.000        4.059        9.270
       1.170        0.000        4.059        9.270
       1.170        0.000        4.059        9.270
       1.171        0.000        4.059        9.270
       1.172        0.000        4.059        9.270
       1.173        0.000        4.059        9.270
       1.174        0.000        4.059        9.270
       1.174        0.000        4.059        9.270
       1.175        0.000        4.059        9.270
       1.176        0.000        4.059        9.270
       1.177        0.000        4.059        9.270
       1.178        0.000        4.059        9.270
       1.178        0.000        4.059        9.270
       1.179        0.000        4.059        9.270
       1.180        0.000        4.059        9.270
       1.181        0.000        4.059        9.270
       1.182        0.000        4.059        9.270
       1.182        0.000        4.059        9.270
       1.183        0.000        4.059        9.270
       1.184        0.000        4.059        9.270
       1.185        0.000        4.059        9.270
       1.186        0.000        4.059        9.270
       1.187        0.000        4.059        9.270
       1.187        0.000        4.059        9.270
       1.188        0.000        4.059        9.270
       1.189        0.000        4.059        9.270
       1.190        0.000        4.059        9.270
       1.191        0.000        4.059        9.270
       1.191        0.000        4.059        9.270
       1.192        0.000        4.059        9.270
       1.193        0.000        4.059        9.270
       1.194        0.000        4.059        9.270
       1.195        0.000        4.059        9.270
       1.195        0.000        4.059        9.270
       1.196        0.000        4.059        9.270
       1.197        0.000        4.059        9.270
       1.198        0.000        4.059        9.270
       1.199        0.000        4.059        9.270
       1.199        0.000        4.059        9.270
       1.200        0.000        4.059        9.270
       1.201        0.000        4.059        9.270
       1.202        0.000        4.059        9.270
       1.203        0.000        4.059        9.270
       1.203        0.000        4.059        9.270
       1.204        0.000        4.059        9.270
       1.205        0.000        4.059        9.270
       1.206        0.000        4.059        9.270
       1.207        0.000        4.059        9.270
       1.207        0.000        4.059        9.270
       1.208        0.000        4.059        9.270
       1.209        0.000        4.059        9.270
       1.210        0.000        4.059        9.270
       1.211        0.000        4.059        9.270
       1.212        0.000        4.059        9.270
       1.212        0.000        4.059        9.270
       1.213        0.000        4.059        9.270
       1.214        0.000        4.059        9.270
       1.215        0.000        4.059        9.270
       1.216        0.000        4.059        9.270
       1.216        0.000        4.059        9.270
       1.217        0.000        4.059        9.270
       1.218        0.000        4.059        9.270
       1.219        0.000        4.059        9.270
       1.220        0.000        4.059        9.270
       1.220        0.000        4.059        9.270
       1.221        0.000        4.059        9.270
       1.222        0.000        4.059        9.270
       1.223        0.000        4.059        9.270
       1.224        0.000        4.059        9.270
       1.225        0.000        4.059        9.270
       1.225        0.000        4.059        9.270
       1.226        0.000        4.059        9.270
       1.227        0.000        4.059        9.270
       1.228        0.000        4.059        9.270
       1.229        0.000        4.059        9.270
       1.230        0.000        4.059        9.270
       1.230        0.000        4.059        9.270
       1.231        0.000        4.059        9.270
       1.232        0.000        4.059        9.270
       1.233        0.000        4.059        9.270
       1.234        0.000        4.059        9.270
       1.234        0.000        4.059        9.270
       1.236        0.000        4.059        9.270
       1.236        0.000        4.059        9.270
       1.237        0.000        4.059        9.270
       1.238        0.000        4.059        9.270
       1.239        0.000        4.059        9.270
       1.240        0.000        4.059        9.270
       1.241        0.000        4.059        9.270
       1.242        0.000        4.059        9.270
       1.242        0.000        4.059        9.270
       1.243        0.000        4.059        9.270
       1.244        0.000        4.059        9.270
       1.245        0.000        4.059        9.270
       1.246        0.000        4.059        9.270
       1.246        0.000        4.059        9.270
       1.247        0.000        4.059        9.270
       1.248        0.000        4.059        9.270
       1.249        0.000        4.059        9.270
       1.250        0.000        4.059        9.270
       1.251        0.000        4.059        9.270
       1.251        0.000        4.059        9.270
       1.252        0.000        4.059        9.270
       1.253        0.000        4.059        9.270
       1.254        0.000        4.059        9.270
       1.255        0.000        4.059        9.270
       1.255        0.000        4.059        9.270
       1.256        0.000        4.059        9.270
       1.257        0.000        4.059        9.270
       1.258        0.000        4.059        9.270
       1.259        0.000        4.059        9.270
       1.259        0.000        4.059        9.270
       1.260        0.000        4.059        9.270
       1.261        0.000        4.059        9.270
       1.262        0.000        4.059        9.270
       1.263        0.000        4.059        9.270
       1.264        0.000        4.059        9.270
       1.265        0.000        4.059        9.270
       1.266        0.000        4.059        9.270
       1.266        0.000        4.059        9.270
       1.267        0.000        4.059        9.270
       1.268        0.000        4.059        9.270
       1.269        0.000        4.059        9.270
       1.270        0.000        4.059        9.270
       1.271        0.000        4.059        9.270
       1.271        0.000        4.059        9.270
       1.272        0.000        4.059        9.270
       1.273        0.000        4.059        9.270
       1.274        0.000        4.059        9.270
       1.275        0.000        4.059        9.270
       1.276        0.000        4.059        9.270
       1.276        0.000        4.059        9.270
       1.277        0.000        4.059        9.270
       1.278        0.000        4.059        9.270
       1.279        0.000        4.059        9.270
       1.280        0.000        4.059        9.270
       1.280        0.000        4.059        9.270
       1.281        0.000        4.059        9.270
       1.282        0.000        4.059        9.270
       1.283        0.000        4.059        9.270
       1.284        0.000        4.059        9.270
       1.285        0.000        4.059        9.270
       1.286        0.000        4.059        9.270
       1.287        0.000        4.059        9.270
       1.287        0.000        4.059        9.270
       1.288        0.000        4.059        9.270
       1.289        0.000        4.059        9.270
       1.290        0.000        4.059        9.270
       1.291        0.000        4.059        9.270
       1.291        0.000        4.059        9.270
       1.292        0.000        4.059        9.270
       1.293        0.000        4.059        9.270
       1.294        0.000        4.059        9.270
       1.295        0.000        4.059        9.270
       1.296        0.000        4.059        9.270
       1.296        0.000        4.059        9.270
       1.297        0.000        4.059        9.270
       1.298        0.000        4.059        9.270
       1.299        0.000        4.059        9.270
       1.300        0.000        4.059        9.270
       1.300        0.000        4.059        9.270
       1.301        0.000        4.059        9.270
       1.302        0.000        4.059        9.270
       1.303        0.000        4.059        9.270
       1.304        0.000        4.059        9.270
       1.305        0.000        4.059        9.270
       1.306        0.000        4.059        9.270
       1.306        0.000        4.059        9.270
       1.307        0.000        4.059        9.270
       1.308        0.000        4.059        9.270
       1.309        0.000        4.059        9.270
       1.310        0.000        4.059        9.270
       1.310        0.000        4.059        9.270
       1.311        0.000        4.059        9.270
       1.312        0.000        4.059        9.270
       1.313        0.000        4.059        9.270
       1.314        0.000        4.059        9.270
       1.314        0.000        4.059        9.270
       1.315        0.000        4.059        9.270
       1.316        0.000        4.059        9.270
       1.317        0.000        4.059        9.270
       1.318        0.000        4.059        9.270
       1.318        0.000        4.059        9.270
       1.319        0.000        4.059        9.270
       1.320        0.000        4.059        9.270
       1.321        0.000        4.059        9.270
       1.322        0.000        4.059        9.270
       1.323        0.000        4.059        9.270
       1.323        0.000        4.059        9.270
       1.324        0.000        4.059        9.270
       1.325        0.000        4.059        9.270
       1.326        0.000        4.059        9.270
       1.327        0.000        4.059        9.270
       1.328        0.000        4.059        9.270
       1.328        0.000        4.059        9.270
       1.329        0.000        4.059        9.270
       1.330        0.000        4.059        9.270
       1.331        0.000        4.059        9.270
       1.332        0.000        4.059        9.270
       1.332        0.000        4.059        9.270
       1.333        0.000        4.059        9.270
       1.334        0.000        4.059        9.270
       1.335        0.000        4.059        9.270
       1.336        0.000        4.059        9.270
       1.337        0.000        4.059        9.270
       1.337        0.000        4.059        9.270
       1.338        0.000        4.059        9.270
       1.339        0.000        4.059        9.270
       1.340        0.000        4.059        9.270
       1.341        0.000        4.059        9.270
       1.342        0.000        4.059        9.270
       1.342        0.000        4.059        9.270
       1.344        0.000        4.059        9.270
       1.344        0.000        4.059        9.270
       1.345        0.000        4.059        9.270
       1.346        0.000        4.059        9.270
       1.347        0.000        4.059        9.270
       1.348        0.000        4.059        9.270
       1.349        0.000        4.059        9.270
       1.349        0.000        4.059        9.270
       1.350        0.000        4.059        9.270
       1.351        0.000        4.059        9.270
       1.352        0.000        4.059        9.270
       1.353        0.000        4.059        9.270
       1.354        0.000        4.059        9.270
       1.354        0.000        4.059        9.270
       1.355        0.000        4.059        9.270
       1.356        0.000        4.059        9.270
       1.357        0.000        4.059        9.270
       1.358        0.000        4.059        9.270
       1.359        0.000        4.059        9.270
       1.359        0.000        4.059        9.270
       1.360        0.000        4.059        9.270
       1.361        0.000        4.059        9.270
       1.362        0.000        4.059        9.270
       1.363        0.000        4.059        9.270
       1.364        0.000        4.059        9.270
       1.364        0.000        4.059        9.270
       1.365        0.000        4.059        9.270
       1.366        0.000        4.059        9.270
       1.367        0.000        4.059        9.270
       1.368        0.000        4.059        9.270
       1.369        0.000        4.059        9.270
       1.369        0.000        4.059        9.270
       1.370        0.000        4.059        9.270
       1.371        0.000        4.059        9.270
       1.372        0.000        4.059        9.270
       1.373        0.000        4.059        9.270
       1.374        0.000        4.059        9.270
       1.375        0.000        4.059        9.270
       1.376        0.000        4.059        9.270
       1.377        0.000        4.059        9.270
       1.378        0.000        4.059        9.270
       1.378        0.000        4.059        9.270
       1.379        0.000        4.059        9.270
       1.380        0.000        4.059        9.270
       1.381        0.000        4.059        9.270
       1.382        0.000        4.059        9.270
       1.383        0.000        4.059        9.270
       1.384        0.000        4.059        9.270
       1.384        0.000        4.059        9.270
       1.385        0.000        4.059        9.270
       1.386        0.000        4.059        9.270
       1.387        0.000        4.059        9.270
       1.388        0.000        4.059        9.270
       1.389        0.000        4.059        9.270
       1.390        0.000        4.059        9.270
       1.391        0.000        4.059        9.270
       1.391        0.000        4.059        9.270
       1.392        0.000        4.059        9.270
       1.393        0.000        4.059        9.270
       1.394        0.000        4.059        9.270
       1.395        0.000        4.059        9.270
       1.396        0.000        4.059        9.270
       1.396        0.000        4.059        9.270
       1.397        0.000        4.059        9.270
       1.398        0.000        4.059        9.270
       1.399        0.000        4.059        9.270
       1.400        0.000        4.059        9.270
       1.400        0.000        4.059        9.270
       1.401        0.000        4.059        9.270
       1.402        0.000        4.059        9.270
       1.403        0.000        4.059        9.270
       1.404        0.000        4.059        9.270
       1.405        0.000        4.059        9.270
       1.405        0.000        4.059        9.270
       1.406        0.000        4.059        9.270
       1.407        0.000        4.059        9.270
       1.408        0.000        4.059        9.270
       1.409        0.000        4.059        9.270
       1.409        0.000        4.059        9.270
       1.410        0.000        4.059        9.270
       1.411        0.000        4.059        9.270
       1.412        0.000        4.059        9.270
       1.413        0.000        4.059        9.270
       1.414        0.000        4.059        9.270
       1.414        0.000        4.059        9.270
       1.415        0.000        4.059        9.270
       1.416        0.000        4.059        9.270
       1.417        0.000        4.059        9.270
       1.418        0.000        4.059        9.270
       1.418        0.000        4.059        9.270
       1.419        0.000        4.059        9.270
       1.420        0.000        4.059        9.270
       1.421        0.000        4.059        9.270
       1.422        0.000        4.059        9.270
       1.423        0.000        4.059        9.270
       1.423        0.000        4.059        9.270
       1.424        0.000        4.059        9.270
       1.425        0.000        4.059        9.270
       1.426        0.000        4.059        9.270
       1.427        0.000        4.059        9.270
       1.428        0.000        4.059        9.270
       1.429        0.000        4.059        9.270
       1.429        0.000        4.059        9.270
       1.430        0.000        4.059        9.270
       1.431        0.000        4.059        9.270
       1.432        0.000        4.059        9.270
       1.433        0.000        4.059        9.270
       1.433        0.000        4.059        9.270
       1.434        0.000        4.059        9.270
       1.435        0.000        4.059        9.270
       1.436        0.000        4.059        9.270
       1.437        0.000        4.059        9.270
       1.438        0.000        4.059        9.270
       1.439        0.000        4.059        9.270
       1.439        0.000        4.059        9.270
       1.440        0.000        4.059        9.270
       1.441        0.000        4.059        9.270
       1.442        0.000        4.059        9.270
       1.443        0.000        4.059        9.270
       1.444        0.000        4.059        9.270
       1.445        0.000        4.059        9.270
       1.446        0.000        4.059        9.270
       1.446        0.000        4.059        9.270
       1.447        0.000        4.059        9.270
       1.448        0.000        4.059        9.270
       1.449        0.000        4.059        9.270
       1.450        0.000        4.059        9.270
       1.451        0.000        4.059        9.270
       1.452        0.000        4.059        9.270
       1.452        0.000        4.059        9.270
       1.453        0.000        4.059        9.270
       1.454        0.000        4.059        9.270
       1.455        0.000        4.059        9.270
       1.456        0.000        4.059        9.270
       1.457        0.000        4.059        9.270
       1.457        0.000        4.059        9.270
       1.458        0.000        4.059        9.270
       1.459        0.000        4.059        9.270
       1.460        0.000        4.059        9.270
       1.461        0.000        4.059        9.270
       1.462        0.000        4.059        9.270
       1.462        0.000        4.059        9.270
       1.463        0.000        4.059        9.270
       1.464        0.000        4.059        9.270
       1.465        0.000        4.059        9.270
       1.466        0.000        4.059        9.270
       1.466        0.000        4.059        9.270
       1.467        0.000        4.059        9.270
       1.468        0.000        4.059        9.270
       1.469        0.000        4.059        9.270
       1.470        0.000        4.059        9.270
       1.470        0.000        4.059        9.270
       1.471        0.000        4.059        9.270
       1.472        0.000        4.059        9.270
       1.473        0.000        4.059        9.270
       1.474        0.000        4.059        9.270
       1.475        0.000        4.059        9.270
       1.476        0.000        4.059        9.270
       1.476        0.000        4.059        9.270
       1.477        0.000        4.059        9.270
       1.478        0.000        4.059        9.270
       1.479        0.000        4.059        9.270
       1.480        0.000        4.059        9.270
       1.480        0.000        4.059        9.270
       1.481        0.000        4.059        9.270
       1.482        0.000        4.059        9.270
       1.483        0.000        4.059        9.270
       1.484        0.000        4.059        9.270
       1.485        0.000        4.059        9.270
       1.486        0.000        4.059        9.270
       1.486        0.000        4.059        9.270
       1.487        0.000        4.059        9.270
       1.488        0.000        4.059        9.270
       1.489        0.000        4.059        9.270
       1.490        0.000        4.059        9.270
       1.490        0.000        4.059        9.270
       1.491        0.000        4.059        9.270
       1.492        0.000        4.059        9.270
       1.493        0.000        4.059        9.270
       1.494        0.000        4.059        9.270
       1.495        0.000        4.059        9.270
       1.495        0.000        4.059        9.270
       1.496        0.000        4.059        9.270
       1.497        0.000        4.059        9.270
       1.498        0.000        4.059        9.270
       1.499        0.000        4.059        9.270
       1.500        0.000        4.059        9.270
       1.500        0.000        4.059        9.270
       1.501        0.000        4.059        9.270
       1.502        0.000        4.059        9.270
       1.503        0.000        4.059        9.270
       1.504        0.000        4.059        9.270
       1.504        0.000        4.059        9.270
       1.505        0.000        4.059        9.270
       1.506        0.000        4.059        9.270
       1.507        0.000        4.059        9.270
       1.508        0.000        4.059        9.270
       1.508        0.000        4.059        9.270
       1.509        0.000        4.059        9.270
       1.510        0.000        4.059        9.270
       1.511        0.000        4.059        9.270
       1.512        0.000        4.059        9.270
       1.512        0.000        4.059        9.270
       1.513        0.000        4.059        9.270
       1.514        0.000        4.059        9.270
       1.515        0.000        4.059        9.270
       1.516        0.000        4.059        9.270
       1.516        0.000        4.059        9.270
       1.517        0.000        4.059        9.270
